month,category,name,monthly_rank,votes,matched_terms,url
2026-05,agent_identity,MarkUp,720,66,ai agents,https://www.producthunt.com/products/markup-chrome-extension-launch/launches/markup-5?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Pegasi,721,66,ai agent | ai agents,https://www.producthunt.com/products/pegasi/launches/pegasi?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Pipecat,722,66,ai assistants,https://www.producthunt.com/products/pipecat-2/launches/pipecat?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Psistar,723,66,agentic,https://www.producthunt.com/products/psistar/launches/psistar?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Lety.ai,731,65,ai agents,https://www.producthunt.com/products/lety-ai/launches/lety-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Above Security,748,63,ai agents,https://www.producthunt.com/products/above-security/launches/above-security?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Quanto,759,63,ai agents,https://www.producthunt.com/products/quanto/launches/quanto?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,FLUIX AI,767,62,ai agents,https://www.producthunt.com/products/fluix-ai/launches/fluix-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,transfa.sh,778,61,ai agents,https://www.producthunt.com/products/transfa-sh/launches/transfa-sh?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,agent_identity,Agentic API Grader by SaaStr.ai,793,59,agentic | ai agent,https://www.producthunt.com/products/saastr-ai-your-ai-powered-b2b-advisor/launches/agentic-api-grader-by-saastr-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,ai_coworkers,Graphbit PRFlow,68,322,ai teammate,https://www.producthunt.com/products/graphbit/launches/graphbit-prflow?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,ai_coworkers,Pipali,231,141,ai coworker,https://www.producthunt.com/products/pipali/launches/pipali?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,loop_engineering,Raindrop Workshop,154,189,agent loop,https://www.producthunt.com/products/raindrop/launches/raindrop-workshop?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Kilo Code for VS Code,2,901,parallel agents,https://www.producthunt.com/products/kilocode/launches/kilo-code-for-vs-code-3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Unabyss,5,730,mcp,https://www.producthunt.com/products/unabyss/launches/unabyss?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,mailX by mailwarm,8,613,mcp,https://www.producthunt.com/products/mailx-by-mailwarm-yc-s20/launches/mailx-by-mailwarm?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,OpenHuman,12,566,ai harness,https://www.producthunt.com/products/openhuman/launches/openhuman?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Postiz,13,560,mcp,https://www.producthunt.com/products/postiz/launches/postiz-3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,TestSprite 3.0,25,474,parallel agents,https://www.producthunt.com/products/testsprite/launches/testsprite-3-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Huddle01 VMs,27,446,mcp,https://www.producthunt.com/products/huddle01-cloud-2/launches/huddle01-vms?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,HasData,30,439,mcp,https://www.producthunt.com/products/hasdata/launches/hasdata?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Radar,39,403,mcp,https://www.producthunt.com/products/radar-7/launches/radar-42edb7b0-e388-4fa8-9ba5-4876c2c0d638?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Bluedot 2.1,45,381,mcp,https://www.producthunt.com/products/bluedot-2/launches/bluedot-2-1?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Tailgrids 3.0,57,347,mcp,https://www.producthunt.com/products/tailgrids/launches/tailgrids-3-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Flowstep 1.0,66,325,mcp,https://www.producthunt.com/products/flowstep/launches/flowstep-1-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Freu AI,74,301,browser automation,https://www.producthunt.com/products/freu-cli/launches/freu-ai-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Second Brain for AI,82,288,mcp,https://www.producthunt.com/products/second-brain-cloudflare/launches/second-brain-for-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Weavable,117,235,mcp,https://www.producthunt.com/products/weavable/launches/weavable?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Lingo.dev v1,122,227,mcp,https://www.producthunt.com/products/lingodotdev/launches/lingo-dev-v1?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Buffer API,125,223,mcp,https://www.producthunt.com/products/buffer-api/launches/buffer-api?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Notion Developer Platform,129,215,mcp,https://www.producthunt.com/products/notion/launches/notion-developer-platform?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,MCP Bridge by Appfactor,130,212,mcp,https://www.producthunt.com/products/mcp-bridge-by-appfactor/launches/mcp-bridge-by-appfactor?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Waydev Agent,132,211,mcp,https://www.producthunt.com/products/waydev/launches/waydev-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Openstatus MCP Health Checker   ,137,208,mcp,https://www.producthunt.com/products/openstatus-2/launches/openstatus-mcp-health-checker?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Slideshot,138,208,mcp,https://www.producthunt.com/products/slideshot/launches/slideshot?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Raindrop Workshop,154,189,mcp,https://www.producthunt.com/products/raindrop/launches/raindrop-workshop?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Agentic Website Builder 2.0 by Lokuma,155,186,agent harness,https://www.producthunt.com/products/agentic-website-builder-2-0-by-lokuma/launches/agentic-website-builder-2-0-by-lokuma?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Octolane,158,183,mcp,https://www.producthunt.com/products/octolane/launches/octolane?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Apideck MCP Server,164,178,mcp,https://www.producthunt.com/products/apideck/launches/apideck-mcp-server?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Pi Coding Agent,169,176,agent harness,https://www.producthunt.com/products/pi-coding-agent-3/launches/pi-coding-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Integuru,182,167,browser automation,https://www.producthunt.com/products/integuru/launches/integuru?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Supercut for Agents,202,154,mcp,https://www.producthunt.com/products/supercut/launches/supercut-for-agents?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Nugget AI,220,144,mcp,https://www.producthunt.com/products/nugget-ai/launches/nugget-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Pipali,231,141,mcp,https://www.producthunt.com/products/pipali/launches/pipali?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Intuned Agent,239,137,browser automation,https://www.producthunt.com/products/intuned/launches/intuned-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Lovie Formation - Incorporation MCP,255,126,mcp,https://www.producthunt.com/products/lovie-the-ai-native-formation-mcp/launches/lovie-formation-incorporation-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,LLMTest,258,125,mcp,https://www.producthunt.com/products/llmtest-2/launches/llmtest-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,SuprSend AI,260,125,mcp,https://www.producthunt.com/products/suprsend/launches/suprsend-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Cline SDK,268,121,mcp,https://www.producthunt.com/products/cline-4/launches/cline-sdk?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Relay,276,120,mcp,https://www.producthunt.com/products/relay-15/launches/relay-c81c15ad-0524-4b02-919c-eb965efc036c?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Open Browser Use,308,112,browser automation | mcp,https://www.producthunt.com/products/open-browser-use/launches/open-browser-use?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,tldx,321,110,mcp,https://www.producthunt.com/products/tldx/launches/tldx?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,KodHau,326,109,mcp,https://www.producthunt.com/products/kodhau-senior-context-for-ai-agents/launches/kodhau?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Zyphe,343,106,mcp,https://www.producthunt.com/products/zyphe/launches/zyphe?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Glia,344,105,mcp,https://www.producthunt.com/products/glia-2/launches/glia-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Kept,345,105,mcp,https://www.producthunt.com/products/kept-ai-on-your-local-conversations/launches/kept-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Basedash MCP server,352,103,mcp,https://www.producthunt.com/products/basedash/launches/basedash-mcp-server?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Contextberg,358,102,agent memory | mcp,https://www.producthunt.com/products/contextberg/launches/contextberg?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Open Finance MCP,368,101,mcp,https://www.producthunt.com/products/open-finance-mcp/launches/open-finance-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Novi Notes 1.1,376,100,mcp,https://www.producthunt.com/products/novi-notes/launches/novi-notes-1-1?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Vibedock,382,99,mcp,https://www.producthunt.com/products/vibedock/launches/vibedock?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,NeuralAgent 2.5,390,98,parallel agents,https://www.producthunt.com/products/neuralagent/launches/neuralagent-2-5?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Unity AI,394,98,mcp,https://www.producthunt.com/products/unity/launches/unity-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Thinnest AI,405,96,mcp,https://www.producthunt.com/products/thinnest-ai/launches/thinnest-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Picsart MCP,412,95,mcp,https://www.producthunt.com/products/picsart/launches/picsart-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Whisper Internet Infra AI Context,413,95,mcp,https://www.producthunt.com/products/whisper-internet-infra-ai-context/launches/whisper-internet-infra-ai-context?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Basedash MCP Connectors,416,94,mcp,https://www.producthunt.com/products/basedash/launches/basedash-mcp-connectors?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Agentspan,423,93,agent frameworks,https://www.producthunt.com/products/agentspan/launches/agentspan?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Open Computer Use,427,93,mcp,https://www.producthunt.com/products/open-computer-use/launches/open-computer-use?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Grok Connectors,445,90,mcp,https://www.producthunt.com/products/grok/launches/grok-connectors?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,HiveTerm,473,87,mcp,https://www.producthunt.com/products/hiveterm/launches/hiveterm-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Radiq,479,87,mcp,https://www.producthunt.com/products/radiq/launches/radiq?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,GPS,502,84,mcp,https://www.producthunt.com/products/gps-2/launches/gps-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Airbyte Agents,512,83,mcp,https://www.producthunt.com/products/airbyte-agents/launches/airbyte-agents?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,DevRecorder,515,83,mcp,https://www.producthunt.com/products/devrecorder/launches/devrecorder?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,NoteCove,528,82,mcp,https://www.producthunt.com/products/notecove/launches/notecove?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Vibeocus Lens,548,79,mcp,https://www.producthunt.com/products/vibeocus-lens/launches/vibeocus-lens?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,CLI Market — Commerce APIs for AI Agents,573,76,mcp,https://www.producthunt.com/products/cli-market/launches/cli-market-commerce-apis-for-ai-agents?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Connector.wtf,574,76,mcp,https://www.producthunt.com/products/connector-wtf/launches/connector-wtf?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Pixcode,580,76,mcp,https://www.producthunt.com/products/pixcode/launches/pixcode?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Linchpin,593,75,mcp,https://www.producthunt.com/products/linchpin-2/launches/linchpin-4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Mycelis,674,69,mcp,https://www.producthunt.com/products/mycelis/launches/mycelis?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,BossHogg,728,65,mcp,https://www.producthunt.com/products/bosshogg/launches/bosshogg?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,Lety.ai,731,65,mcp,https://www.producthunt.com/products/lety-ai/launches/lety-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,SecureLend Agents,776,61,mcp,https://www.producthunt.com/products/securelend-agents/launches/securelend-agents?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,harness_infrastructure,transfa.sh,778,61,mcp,https://www.producthunt.com/products/transfa-sh/launches/transfa-sh?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Pancake,9,613,company autonomous,https://www.producthunt.com/products/pancake-6/launches/pancake-6?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Tycoon AI ,14,543,one-person companies,https://www.producthunt.com/products/tycoon-us/launches/tycoon-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,LobeHub,29,443,agent team | multi-agent,https://www.producthunt.com/products/lobehub/launches/lobehub-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Mindra,43,384,agent teams,https://www.producthunt.com/products/mindra/launches/mindra?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Rezonant,61,331,agents in one shared workspace,https://www.producthunt.com/products/portia-ai/launches/rezonant-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Mantle Chat,71,318,"agents, and tool integrations into one shared workspace",https://www.producthunt.com/products/mantle-chat/launches/mantle-chat-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Google Antigravity 2.0,78,292,multi-agent,https://www.producthunt.com/products/google-antigravity/launches/google-antigravity-2-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Theneo,102,248,humans and agents,https://www.producthunt.com/products/theneo/launches/theneo-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Notion Developer Platform,129,215,agents can operate inside the same shared workspace,https://www.producthunt.com/products/notion/launches/notion-developer-platform?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Fabraix,141,201,multi-agent,https://www.producthunt.com/products/nyx-4/launches/fabraix-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Vibespace,370,101,multi-agent | team of ai agents,https://www.producthunt.com/products/vibespace/launches/vibespace?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Agora-1 by Odyssey,495,84,multi-agent,https://www.producthunt.com/products/odyssey-5/launches/agora-1-by-odyssey?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Phrony,519,83,multi-agent,https://www.producthunt.com/products/phrony/launches/phrony?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,Pixcode,580,76,multi-agent,https://www.producthunt.com/products/pixcode/launches/pixcode?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,human_agent_organization,MY AI Agent,626,72,agent team,https://www.producthunt.com/products/my-ai-agent/launches/my-ai-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Powabase,33,423,coding agents,https://www.producthunt.com/products/powabase/launches/powabase?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Superset 2.0,35,419,coding agents,https://www.producthunt.com/products/superset-5/launches/superset-2-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Emdash,36,417,coding agent | coding agents,https://www.producthunt.com/products/emdash/launches/emdash?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Rezonant,61,331,coding agents,https://www.producthunt.com/products/portia-ai/launches/rezonant-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Agentmemory,65,326,coding agents,https://www.producthunt.com/products/agent-memory-dev/launches/agentmemory?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Runtime,73,304,coding agents,https://www.producthunt.com/products/runtime/launches/runtime?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,WeWeb 3.0,86,280,ai app builder,https://www.producthunt.com/products/weweb-io/launches/weweb-3-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Google Antigravity CLI,98,255,coding agents,https://www.producthunt.com/products/google-antigravity/launches/google-antigravity-cli?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Rosentic,156,184,coding agents,https://www.producthunt.com/products/rosentic/launches/rosentic?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Re_gent,163,179,coding agent,https://www.producthunt.com/products/re_gent/launches/re_gent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Pi Coding Agent,169,176,coding agent,https://www.producthunt.com/products/pi-coding-agent-3/launches/pi-coding-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-05,coding_and_building,Gas City 1.0,204,153,coding agents,https://www.producthunt.com/products/gas-city/launches/gas-city-1-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
